CF:27:BE:19:4E:31,-88,-83,-79,-77,-77,-77,-76,-77,-78,-79,-79,-78,-78,-77,-77,-76,-76,-76,-76,-76,-76,-77,-77,-78,-77,-77,-77,-77,-77,-77,-77
CA:D9:80:DE:59:61,-71,-69,-72,-73,-72,-71,-71,-71,-71,-71,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-71,-72,-71,-71,-71
CE:F1:1F:F8:97:20,-81,-83,-83,-82,-81,-79,-78,-77,-77,-76,-76,-76,-76,-76,-77,-77,-77,-77,-76,-76,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74,-74,-74,-74
FC:B0:61:E1:7F:E2,-82,-82,-82,-82,-81,-81,-80,-80,-81,-81,-81,-82,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-82,-82,-82
DF:5A:33:2A:96:47,-91,-82,-80,-80,-91,-89,-82,-89,-87,-88,-89,-82,-83,-84,-84,-88,-85,-95,-88,-99,-87,-87,-87,-93,-78,-78,-82,-80,-78,-78,-81
DB:4F:6E:19:A2:52,-85,-85,-91,-93,-92,-93,-92,-102,-85,-88,-87,-91,-86,-88,-82,-80,-82,-80,-89,-82,-81,-83,-86,-79,-81,-87,-77,-98
C2:3B:C4:50:F8:6B,-94,-90,-93,-88,-94,-99,-98,-92,-98
