C2:3B:C4:50:F8:6B,-90,-86,-85,-85,-86,-85,-85,-85
DF:5A:33:2A:96:47,-81,-86,-84,-86,-87,-85,-84,-86
DB:4F:6E:19:A2:52,-66,-70,-66,-72,-71,-70,-73,-72,-68,-73,-72,-72
