C2:3B:C4:50:F8:6B,-64,-64,-64,-66,-64,-63,-64,-66,-64,-63,-63,-65
DF:5A:33:2A:96:47,-87,-90,-90,-90,-90,-90,-88,-90
DB:4F:6E:19:A2:52,-92,-94,-94,-93,-93,-94,-94,-94
