C2:3B:C4:50:F8:6B,-76,-74,-75,-74,-74,-75,-75,-74,-75,-75,-74,-74
DF:5A:33:2A:96:47,-90,-79,-79,-81,-86,-79,-78,-79,-91
DB:4F:6E:19:A2:52,-80,-83,-85,-84,-83,-79,-84,-83,-82
