C2:3B:C4:50:F8:6B,-62,-63,-63,-64,-63,-64,-63,-63,-63,-63,-62,-63
DF:5A:33:2A:96:47,-91,-91,-92,-91,-91,-88,-88,-92,-91,-92
DB:4F:6E:19:A2:52,-90,-92,-94,-92,-92,-91,-94
