CF:27:BE:19:4E:31,-74,-67,-69,-75,-77,-81,-76,-76,-77,-82,-86,-85,-73,-71,-70,-72,-71,-71,-70,-70,-89,-85,-82,-80,-84,-77,-80,-80,-77,-71,-83,-87,-90
CA:D9:80:DE:59:61,-76,-77,-92,-93,-87,-82,-82,-77,-80,-80,-80,-83,-83,-77,-78,-78,-79,-78,-78,-77,-86,-84,-80,-84,-81,-91,-87,-90,-92,-74,-76,-76,-75
CE:F1:1F:F8:97:20,-80,-66,-68,-66,-67,-76,-68,-77,-64,-64,-64,-64,-71,-80,-78,-79,-77,-76,-76,-77,-73,-79,-65,-71,-70,-90,-68,-63,-74,-63,-65,-69,-64,-74,-72
FC:B0:61:E1:7F:E2,-76,-79,-78,-79,-80,-80,-80,-80,-78,-77,-77,-75,-76,-76,-79,-78,-81,-75,-71,-71,-73,-71,-71,-71,-72,-72
