18:90:d8:dc:2b:2e,-61,-56,-56,-56,-56,-56,-56,-58,-56,-56,-56
34:8a:ae:6b:5e:6e,-61,-63,-63,-64,-64,-63,-61,-63,-62,-63,-62
18:d6:c7:4d:3b:ec,-47,-49,-49,-49,-49,-50,-49,-50,-49,-50,-50,-49
c4:09:38:6d:3b:09,-54,-51,-51,-51,-51,-51,-51,-51,-51,-50,-51,-51
C2:3B:C4:50:F8:6B,-80,-80,-82,-82,-82,-82,-83,-82,-82,-82
DF:5A:33:2A:96:47,-74,-71,-71,-72,-73,-75,-74,-71,-72,-72,-72,-72
DB:4F:6E:19:A2:52,-71,-75,-73,-77,-74,-73,-73,-72,-73,-76
