c4:09:38:6d:3b:09,-40,-35,-36,-35,-35,-35,-35,-35,-35,-35,-35,-35
18:d6:c7:4d:3b:ec,-60,-57,-56,-57,-57,-57,-57,-56,-57,-57,-59
18:90:d8:dc:2b:2e,-62,-57,-57,-57,-57,-58,-58,-58,-56,-58,-60
34:8a:ae:6b:5e:6e,-66,-60,-61,-60,-60,-60,-60,-60
C2:3B:C4:50:F8:6B,-73,-68,-67,-67,-67,-69,-69,-67,-69,-67,-68
DF:5A:33:2A:96:47,-73,-74,-73,-74,-74,-74,-73,-73,-74,-74,-72
DB:4F:6E:19:A2:52,-78,-85,-85,-84,-83,-83,-83,-84,-84,-83,-84,-84
