C2:3B:C4:50:F8:6B,-100,-99,-94,-93,-96,-94,-98,-96,-95,-99,-98,-93,-92,-96,-96,-94,-96,-101
CF:27:BE:19:4E:31,-82,-82,-84,-88,-83,-85,-86,-80,-81,-84,-84,-87,-93,-90,-86,-82,-84,-87,-87,-93,-88,-85,-92,-83,-84,-83,-86,-88
CA:D9:80:DE:59:61,-67,-63,-77,-65,-72,-64,-64,-64,-62,-61,-63,-60,-67,-71,-60,-60,-67,-71,-72,-82,-77,-72,-74,-62,-65,-63,-68,-68,-65,-77,-72,-70
CE:F1:1F:F8:97:20,-82,-91,-76,-76,-78,-76,-75,-82,-83,-89,-92,-87,-81,-74,-81,-78,-84,-85,-76,-76,-79,-80,-78,-80,-78,-76,-74,-76,-78,-78,-78,-78,-80,-78,-77
DF:5A:33:2A:96:47,-88,-88,-87,-90,-89,-94,-89,-97,-92,-97,-85,-81,-84,-92,-95,-92,-92,-96,-93
DB:4F:6E:19:A2:52,-79,-71,-66,-66,-71,-70,-68,-67,-67,-65,-66,-72,-72,-75,-67,-72,-72,-69,-71,-70,-76,-74,-74,-74,-73,-72,-71,-69,-70,-66,-67,-66
FC:B0:61:E1:7F:E2,-86,-84,-84,-77,-76,-80,-78,-84,-80,-77,-74,-75,-78,-80,-74,-80,-85,-79,-80,-72,-74,-78,-80,-78,-80,-78,-77,-77,-77,-77
