C2:3B:C4:50:F8:6B,-57,-58,-57,-59,-60,-59,-58,-59,-58,-59,-59,-59
DF:5A:33:2A:96:47,-83,-88,-88,-86,-88,-87,-86,-85,-87
DB:4F:6E:19:A2:52,-89,-90,-90,-90,-90,-91,-89,-89,-91
