C2:3B:C4:50:F8:6B,-90,-89,-87,-84,-83,-82,-81,-81,-80,-80,-80,-80,-80,-80,-81,-82,-82,-82,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82
DF:5A:33:2A:96:47,-66,-63,-68,-66,-66,-67,-67,-68,-68,-69,-69,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71
DB:4F:6E:19:A2:52,-78,-76,-76,-76,-76,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-77,-77,-77
