C2:3B:C4:50:F8:6B,-87,-87,-86,-86,-86,-86,-86,-86,-87
DF:5A:33:2A:96:47,-82,-80,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-78,-77,-77,-79,-78,-78,-79,-78,-78,-78,-79
DB:4F:6E:19:A2:52,-72,-76,-77,-77,-77,-77,-78,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-79,-77
