C2:3B:C4:50:F8:6B,-84,-81,-84,-80,-80,-80,-80,-78,-80,-79,-78,-78,-77,-76,-88,-77,-77,-77,-77,-83
CF:27:BE:19:4E:31,-85,-80,-79,-79,-79,-79,-81,-82,-78,-77,-78,-78,-78,-78,-80,-81,-81,-80,-80,-80,-79,-79,-78,-80,-81
CA:D9:80:DE:59:61,-82,-80,-83,-80,-79,-80,-80,-80,-81,-87,-83,-82,-84,-84,-84,-89,-87,-90,-86,-87,-88,-87,-90,-94,-96,-95
CE:F1:1F:F8:97:20,-91,-91,-91,-84,-85,-85,-84,-84,-93,-90,-91,-88,-84,-84,-87,-87,-87,-88,-84,-86,-86,-83,-87,-87,-87
DF:5A:33:2A:96:47,-81,-70,-73,-80,-77,-74,-73,-74,-74,-74,-73,-85,-92,-88,-88,-84,-81,-80,-79,-77,-78,-78,-80,-79,-79,-74,-76,-79,-76,-76
FC:B0:61:E1:7F:E2,-90,-94,-96,-96,-96,-91,-90,-91,-93,-89,-97,-97,-96,-96,-96,-89,-90,-89,-98
DB:4F:6E:19:A2:52,-72,-66,-64,-73,-71,-66,-76,-76,-74,-74,-75,-69,-64,-64,-64,-65,-72,-72,-72,-71,-71,-74,-74,-73,-67,-67,-68,-68,-69,-68,-69,-70,-69,-78,-79
