C2:3B:C4:50:F8:6B,-84,-84,-86,-91,-70,-81,-74,-82,-77,-80,-77,-74,-73,-72,-75,-70,-83,-82,-79,-83,-76,-78,-83,-86,-76,-78
CF:27:BE:19:4E:31,-76,-78,-79,-82,-78,-84,-88,-83,-80,-79,-89,-101,-83,-82,-81,-83,-82,-85,-82,-87,-87,-92,-92,-91,-83,-82,-79,-80,-81,-79,-77
CA:D9:80:DE:59:61,-92,-103,-91,-94,-87,-88,-89,-90,-91,-96,-103,-96,-92,-95,-94,-89,-92,-92,-90,-89,-94,-92,-93,-91,-90,-88,-94,-86
CE:F1:1F:F8:97:20,-79,-78,-78,-77,-79,-78,-76,-76,-78,-81,-82,-82,-81,-80,-80,-80,-79,-80,-78,-77,-77,-75,-84,-82,-83,-84,-80,-84,-82,-85,-90,-96,-77,-76,-76
DF:5A:33:2A:96:47,-79,-82,-84,-82,-73,-63,-64,-68,-83,-79,-82,-81,-83,-63,-64,-65,-64,-64,-62,-64,-63,-64,-64,-77,-76,-74,-77,-77,-63,-64,-64,-63,-65,-64
FC:B0:61:E1:7F:E2,-92,-96,-89,-86,-81,-84,-85,-87,-88,-82,-82,-84,-83,-81,-80,-85,-85,-85,-85,-94,-84
DB:4F:6E:19:A2:52,-86,-85,-85,-83,-87,-88,-91,-90,-90,-88,-86,-85,-85,-82,-85,-86,-85,-86,-92,-85,-85,-82,-83,-82,-83,-86
