18:90:d8:dc:2b:2e,-58,-61,-61,-61,-61,-64,-64,-66,-66,-66,-65,-64,-64,-64,-64,-64,-64,-64,-64,-63,-63,-64,-64,-64
34:8a:ae:6b:5e:6e,-63,-60,-61,-60,-60,-60,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-58,-58,-58
18:d6:c7:4d:3b:ec,-62,-59,-58,-58,-58,-58,-58,-58,-57,-57,-57,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58
c4:09:38:6d:3b:09,-43,-44,-43,-43,-43,-42,-43,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-41,-42,-42,-42
f8:ab:05:4f:90:86,-54,-55,-55,-54,-55,-54,-54,-54,-54,-54,-54,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55
