18:d6:c7:4d:3b:ec,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65
c4:09:38:6d:3b:09,-41,-41,-42,-42,-43,-43,-42,-42,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-44,-44,-44
f8:ab:05:4f:90:86,-51,-48,-49,-49,-49,-50,-50,-50,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51
CF:27:BE:19:4E:31,-60,-59,-59,-59,-59,-60,-60,-60,-60,-60,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62
CA:D9:80:DE:59:61,-77,-78,-77,-80,-82,-83,-83,-83,-83,-83,-84,-84,-84,-85,-85,-86,-86,-86,-86,-86,-86,-85,-86
CE:F1:1F:F8:97:20,-79,-75,-73,-73,-72,-73,-74,-75,-76,-76,-76,-76,-76,-76,-76,-75,-75,-75,-75,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-76,-76,-76,-77,-77
FC:B0:61:E1:7F:E2,-85,-83,-81,-81,-82,-82,-81,-81,-81,-81,-81,-81,-82,-83,-83,-83,-84,-84,-84,-85
