CF:27:BE:19:4E:31,-67,-70,-70,-70,-70,-70,-70,-70,-70
CA:D9:80:DE:59:61,-86,-82,-83,-82,-82,-83,-82,-82,-83,-89,-83
CE:F1:1F:F8:97:20,-57,-58,-62,-63,-63,-63,-63,-63,-63,-63,-64,-63
FC:B0:61:E1:7F:E2,-80,-80,-80,-81,-78,-80,-80,-81,-79
