CF:27:BE:19:4E:31,-82,-84,-83,-84,-83,-83,-82,-83,-84,-83,-84,-82,-85,-86,-85,-84,-83,-84
CA:D9:80:DE:59:61,-76,-73,-74,-74,-76,-73,-72,-76,-74,-73,-73,-75,-72,-71,-75,-71,-74,-73
CE:F1:1F:F8:97:20,-74,-74,-74,-71,-75,-74,-74,-72,-73,-73,-74,-73,-74,-74,-74,-74,-73,-74,-73,-71,-73,-74,-74
FC:B0:61:E1:7F:E2,-83,-85,-86,-85,-85,-84,-84,-86,-85,-85,-84,-84,-85,-85,-86,-85,-85,-85
