70:0f:6a:de:ba:60,-66,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65
70:0f:6a:c8:29:40,-67,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-69,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68
70:0f:6a:de:c1:40,-72,-71,-71,-71,-71,-71,-71,-70,-70,-70
10:bd:18:c6:b7:a0,-85,-84,-84,-85,-85,-85,-85,-85,-85,-84
