C2:3B:C4:50:F8:6B,-65,-77,-65,-65,-67,-66,-67,-66,-68,-64,-72,-70,-63,-67,-65,-66,-69,-71,-72,-66,-63,-62,-63,-74,-74,-73,-74,-76,-68,-67
CF:27:BE:19:4E:31,-80,-80,-77,-78,-80,-80,-82,-76,-74,-73,-78,-85,-90,-86,-90,-85,-86,-87,-94,-91
CA:D9:80:DE:59:61,-87,-91,-100
CE:F1:1F:F8:97:20,-82,-91,-83,-84,-86,-88
DF:5A:33:2A:96:47,-81,-80,-84,-83,-87,-84,-77,-88,-80,-78,-77,-88,-80,-78,-88,-90,-88,-88,-87,-84
DB:4F:6E:19:A2:52,-76,-81,-81,-77,-88,-88,-89,-87,-83,-80,-88,-87,-85,-82,-88,-91,-88,-87,-87,-87,-89,-89,-84
FC:B0:61:E1:7F:E2,-89,-94,-89,-95,-96
