18:1e:78:00:25:5e,-86,-90
64:66:24:f5:87:f6,-85,-88,-87,-86,-88,-84,-85,-85,-86,-89,-89,-85
e8:2c:6d:0d:ee:a2,-88,-86,-89,-88,-91,-87,-89,-89,-87,-86,-89
a0:8c:fd:5e:48:c3,-85,-81,-79,-87,-80
3c:7a:8a:fd:23:d8,-85,-80,-81
70:8b:cd:c8:b1:30,-71,-74,-70,-66,-71,-70,-62,-68,-70,-72,-70
2a:f5:a2:eb:f3:25,-87,-87,-85,-86,-84,-88,-85,-89,-86,-88,-87
98:13:33:4a:7f:f8,-84,-85,-81,-81,-80,-83,-85,-83,-79,-84,-87,-86
60:e3:27:a1:06:17,-85,-86,-84,-85,-87,-85,-86,-85
18:90:d8:dc:2b:2e,-73,-73,-73,-68,-73,-72,-77,-71,-75
54:64:d9:37:b7:27,-87,-88
54:64:d9:eb:7b:8f,-81
42:65:a3:ac:56:a6,-86,-92
b8:ee:0e:ba:fc:a3,-88,-81,-82,-80,-81,-79,-80,-81,-82,-80,-82,-82,-82,-78,-79,-80,-80,-79,-81,-81,-85,-82,-81,-81,-82,-83,-81,-81,-82,-81,-80,-81,-82,-81
34:8a:ae:6b:5e:6f,-89,-88,-88,-88,-87,-87,-89,-89,-88,-89,-88
dc:fe:07:8c:bd:f8,-84,-82
b8:ee:0e:ba:fc:a2,-64,-64,-65,-64,-61,-64,-62,-64,-60,-64,-61,-64,-64,-61,-65,-62,-64,-64,-64,-62,-62,-61,-64,-65,-62,-60,-63,-62,-65,-63
34:8a:ae:6b:5e:6e,-63,-64,-63,-62,-63,-58,-62,-61,-63,-65,-60
18:60:24:d8:98:0a,-70,-63,-67,-64,-65,-69,-67,-68,-65,-76,-71,-69,-67,-68,-66,-71,-68,-67,-67,-70,-69,-68,-68,-68,-72
e6:ab:05:4f:90:85,-76,-71,-71,-70,-70,-71,-71,-70,-71,-70,-71,-70,-71,-70,-71,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-70,-71,-71,-71,-71,-71,-70,-70,-70,-71
6c:ca:08:bf:62:95,-89,-90,-90,-90,-89,-88,-88,-88,-89,-87,-88,-90,-89,-89,-89,-88,-88,-89,-90,-89,-88,-89,-90,-91,-89,-89,-89,-88,-90,-91,-89,-88,-88
18:d6:c7:4d:3b:ee,-85,-81,-83,-84,-83,-83,-81,-83,-83,-83,-84,-83,-83,-82,-81,-82,-81,-82,-84,-82,-83,-83,-83,-83,-83,-84,-83,-83,-83,-84,-83,-83,-83,-82
50:c7:bf:a2:64:70,-89,-90,-87,-86,-87,-89,-87,-87,-90,-88,-91,-89,-87,-87,-88,-88
18:d6:c7:4d:3b:ec,-69,-64,-64,-63,-64,-64,-64,-63,-64,-65,-67,-67,-66,-65,-66,-64,-64,-64,-67,-67,-66,-65,-65,-66,-65,-66,-67,-66,-66,-66,-65,-65,-66
5a:d7:75:f8:11:d9,-87,-90,-90,-90,-79,-90,-89
34:49:5b:21:27:ee,-89,-88,-88
c4:09:38:6d:3b:09,-45,-46,-44,-44,-49,-43,-43,-44,-46,-45,-46,-48,-44,-47,-43,-44,-42,-43,-44,-46,-48,-46,-45,-47,-45,-45,-46,-48,-45,-47,-45,-44,-49,-49,-51
9c:c8:fc:2b:42:b3,-78,-80,-80,-80,-79,-80,-79,-81,-81,-80,-79,-82
f8:ab:05:55:49:b7,-91,-93
5a:d7:75:f8:1e:6d,-92
9c:c8:fc:2b:42:b2,-56,-57,-57,-58,-59,-56,-75,-56,-57,-58,-57,-57,-73,-70,-59,-57,-56,-57,-56
f8:ab:05:55:49:b6,-70,-69,-72,-78,-77,-77,-78,-76,-74,-75,-76,-76,-74,-72,-74
44:e9:dd:4f:50:ea,-91,-77,-75,-77,-77,-76,-75,-92,-89,-76,-77,-80
f0:82:61:46:9e:a9,-70,-70,-69,-71,-70,-71,-65,-70,-70,-69,-70,-66,-69,-69,-66,-68,-68,-75,-69,-67,-69,-68,-71,-68,-68,-68,-66
da:13:99:7b:d9:5e,-81,-83
54:64:d9:f7:ac:50,-83,-76,-84,-79,-91,-83,-80
36:49:5b:21:28:ef,-90
00:23:6a:75:42:66,-86,-85,-81,-79,-83,-83,-83,-85,-83,-81,-81,-85,-82,-83,-85,-82,-80,-84,-84,-86,-86,-85,-82,-85,-82,-84,-85,-82,-86,-87,-82,-82
92:72:82:f2:08:76,-90
88:ad:43:cf:e7:38,-76,-79,-72,-68,-73,-71,-77,-75,-70,-74,-68,-89,-72,-73
50:c7:bf:a2:64:6f,-79,-84,-75,-77,-79,-80,-73
f8:ab:05:4f:90:86,-61,-53,-56,-56,-55,-53,-53,-53,-53,-54,-51,-53,-52,-52,-51,-50,-51,-49,-52,-51,-51,-52,-51,-50,-53,-54,-56,-52
f8:ab:05:4f:90:85,-76,-71,-71,-70,-70,-71,-71,-70,-71,-70,-71,-71,-71,-70,-71,-71,-70,-71,-71,-70,-71,-72,-71,-71,-71,-71,-71,-72,-70,-71,-71,-70,-70,-71,-71
f8:ab:05:4f:90:87,-72,-66,-68,-66,-65,-65,-66,-67,-67,-64,-65,-66,-66,-66,-68,-67,-67,-67,-67,-66,-66,-66,-67,-66,-66,-66,-67,-67,-67,-66,-66,-66,-66,-67,-68
40:65:a3:a8:a7:4e,-85,-86
3c:90:66:cd:44:3e,-91
62:e3:27:a1:06:14,-86,-88
58:d5:6e:a9:68:33,-77,-75,-77,-78,-77,-72,-74,-78,-74,-73,-73,-73,-74,-78,-76,-75,-80,-77
ac:f1:df:c8:c1:aa,-80,-81,-85,-82,-84,-81,-82,-83,-83,-82,-81,-83
7c:8b:ca:f9:9a:95,-85,-89,-87,-86,-82
58:d5:6e:a9:68:34,-86,-88,-87,-85,-86,-86,-87,-87,-87,-85,-87,-87,-86,-84,-87,-86,-87,-87,-85,-86,-85,-85,-86,-87,-87,-88,-88,-89,-89,-88,-85,-86,-87
18:a6:f7:bc:ed:39,-72,-71,-71,-68,-68,-68,-72,-71,-69,-73,-67,-69,-71,-73
f4:f2:6d:fc:76:6a,-90,-90,-83,-89,-90,-91
40:65:a3:ac:56:a6,-87
ec:ad:e0:d4:e8:f8,-75,-77,-80,-78,-77,-73,-78,-78,-80,-78,-80,-76,-78,-77,-78,-77,-77,-77,-78,-76,-78,-84,-77
42:65:a3:a8:a7:4e,-86,-86
