70:0f:6a:de:c1:40,-66,-67,-66,-66,-66,-66,-66,-66,-66,-66,-66,-67,-66,-66,-66,-67,-66,-66
10:bd:18:c6:b7:a0,-77,-79,-79,-78,-79,-79,-79,-79,-79,-79,-79,-79,-77,-78,-79,-79,-79,-77,-79,-79,-79,-79,-79,-79,-79
70:0f:6a:c8:29:40,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79
70:0f:6a:de:ba:60,-80,-82,-82,-82,-81,-81,-81,-82,-82,-81,-81,-82,-81,-81,-81,-81,-81,-81
