C2:3B:C4:50:F8:6B,-86,-88,-89,-84,-80,-81,-79,-82,-89,-83,-83,-87,-93,-88
DF:5A:33:2A:96:47,-53,-47,-50,-48,-49,-50,-53,-54,-54,-54,-48,-49,-50,-50,-51,-47,-51,-53,-53,-51,-48,-51,-51,-49,-49,-49,-49,-50,-55,-53
DB:4F:6E:19:A2:52,-79,-86,-85,-86,-87,-93,-91,-86,-84,-81,-78,-87,-82,-86,-85,-82,-80,-80,-80,-79,-80,-78,-78,-78
