CF:27:BE:19:4E:31,-63,-62,-61,-63,-61,-62,-61,-61,-61,-62,-63
CA:D9:80:DE:59:61,-78,-79,-79,-78,-78,-79,-77,-79
CE:F1:1F:F8:97:20,-74,-77,-77,-75,-77,-77,-74,-77
FC:B0:61:E1:7F:E2,-71,-75,-77,-77,-77,-78,-77,-77
