CF:27:BE:19:4E:31,-67,-70,-70,-70,-70,-71,-70,-70,-70,-70,-71,-70,-70,-69,-70,-70,-70
CA:D9:80:DE:59:61,-86,-82,-83,-82,-83,-85,-83,-82,-87,-84,-83,-88,-83,-83,-82,-89,-83,-82,-82,-83,-82,-83
CE:F1:1F:F8:97:20,-57,-62,-63,-63,-63,-63,-63,-64,-63,-62,-63,-63,-63,-63,-60,-63,-63,-62,-63,-61,-58,-63,-57
FC:B0:61:E1:7F:E2,-80,-80,-80,-81,-81,-81,-78,-81,-80,-80,-80,-80,-80,-80,-80,-81,-81
