C2:3B:C4:50:F8:6B,-71,-74,-74,-76,-74,-74,-76,-74,-73,-75,-76,-74,-74,-75,-74,-74,-75,-75
DF:5A:33:2A:96:47,-81,-81,-80,-81,-81,-81,-81,-80,-81,-80,-79,-81,-80,-79,-81,-82,-81,-81,-81,-80,-80,-79,-80
DB:4F:6E:19:A2:52,-82,-80,-79,-79,-80,-79,-80,-80,-80,-80,-81,-80,-79,-80,-80,-79,-80,-80
