CF:27:BE:19:4E:31,-74,-75,-76,-75,-76,-77,-78,-77,-77,-77,-77,-74,-72,-76,-75,-76,-73,-75,-74,-76,-72,-76
CA:D9:80:DE:59:61,-76,-82,-83,-81,-84,-82,-82,-82,-83,-82,-84,-82,-76,-81,-82,-81,-82,-82,-81,-82,-82,-82
CE:F1:1F:F8:97:20,-80,-71,-72,-72,-70,-72,-72,-73,-72,-71,-73,-72,-72,-71,-70,-69,-72,-70,-72,-72,-72,-72,-72
FC:B0:61:E1:7F:E2,-76,-78,-78,-78,-78,-79,-79,-77,-78,-79,-78,-78,-76,-76,-78,-76,-78
