C2:3B:C4:50:F8:6B,-90,-86,-82,-76,-76,-76,-77,-76,-78,-79,-76,-77,-85,-82,-98,-88,-80,-80,-80,-78,-78,-78,-79,-90,-95,-81,-81,-80
DF:5A:33:2A:96:47,-66,-60,-77,-62,-65,-72,-68,-73,-72,-71,-73,-69,-70,-69,-69,-71,-72,-72,-72,-72,-73,-73,-74,-70,-70,-70,-69,-70,-71,-71,-72,-72,-74,-74
DB:4F:6E:19:A2:52,-78,-73,-77,-75,-77,-82,-79,-77,-78,-79,-80,-78,-79,-79,-74,-76,-76,-76,-76,-78,-78,-79,-79,-79,-79,-79,-79,-78,-78,-76,-75,-75,-75,-79
