C2:3B:C4:50:F8:6B,-61,-60,-60,-60,-61,-61,-61,-60,-61,-60,-60,-60,-61,-61,-60,-60,-61,-60,-61,-60
DF:5A:33:2A:96:47,-83,-85,-85,-86,-86,-85,-85,-84,-86,-85,-85,-85,-86,-85,-85,-85,-84,-85,-86
DB:4F:6E:19:A2:52,-89,-92,-91,-91,-91,-88,-90,-91,-90,-90,-91,-92,-91,-91
