18:d6:c7:4d:3b:ec,-58,-60,-58,-58,-61,-62,-58,-58,-58,-59,-58,-59,-62,-59,-58,-60,-61,-58,-58,-58,-59,-58,-58
c4:09:38:6d:3b:09,-51,-54,-54,-54,-54,-54,-53,-55,-54,-54,-54,-55,-55,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54
f8:ab:05:4f:90:86,-77,-62,-59,-59,-63,-59,-70,-59,-61,-64,-61,-62,-58,-62,-60,-60,-58
CF:27:BE:19:4E:31,-81,-83,-83,-84,-84,-82,-84,-83,-85,-85,-85,-85,-83,-84,-83,-84,-85,-85
CA:D9:80:DE:59:61,-62,-65,-65,-67,-67,-66,-65,-66,-65,-65,-65,-66,-67,-66,-66,-65,-65,-68,-67,-67,-65,-66,-66
CE:F1:1F:F8:97:20,-79,-83,-83,-85,-80,-84,-83,-84,-83,-84,-84,-83,-83,-83,-83,-84,-84,-84,-84,-84
FC:B0:61:E1:7F:E2,-88,-80,-83,-86,-81,-85,-82,-84,-81,-87,-87,-82,-81,-83,-82
