18:d6:c7:4d:3b:ec,-62,-60,-60,-60,-60,-60,-59,-61,-60,-61,-60,-60,-60,-60,-62,-60,-60,-59
c4:09:38:6d:3b:09,-41,-39,-39,-40,-39,-39,-40,-40,-40,-39,-40,-40,-40,-40,-39,-40,-39,-39,-39,-39,-39,-40,-39
f8:ab:05:4f:90:86,-61,-55,-54,-56,-55,-54,-54,-55,-54,-58,-56,-54,-55,-54,-54,-54,-55,-54
CF:27:BE:19:4E:31,-63,-61,-63,-62,-61,-63,-62,-62,-61,-61,-62,-62,-61,-61,-61,-63,-61,-61,-61,-63,-63
CA:D9:80:DE:59:61,-78,-77,-78,-79,-79,-79,-79,-77,-78,-79,-78,-78,-78,-79,-78
CE:F1:1F:F8:97:20,-74,-77,-77,-77,-77,-77,-77,-77,-77,-75,-78,-76,-77,-77
FC:B0:61:E1:7F:E2,-71,-77,-77,-76,-77,-77,-77,-76,-76,-77,-77,-76,-76,-78
