CF:27:BE:19:4E:31,-67,-70,-70,-69,-70,-70,-70,-70,-70,-70,-71,-71,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70
CA:D9:80:DE:59:61,-86,-89,-89,-88,-87,-85,-84,-83,-83,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82
CE:F1:1F:F8:97:20,-57,-57,-58,-58,-60,-61,-62,-63,-63,-63,-63,-64,-64,-63,-63,-63,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63
FC:B0:61:E1:7F:E2,-80,-80,-78,-78,-79,-80,-80,-81,-81,-81,-81,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-80
